Material Repair Log - 2026-02-22 01:36:17.380796
============================================================

3DKitbashing/cameras_and_sensors_01_assets.blend: found=5, marked=0, skipped=5
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-CITY HEROES/city lights_assets.blend"

kpacks/SS-CITY HEROES/city lights_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-CITY HEROES/city_hero01_assets.blend"

kpacks/SS-CITY HEROES/city_hero01_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-CITY HEROES/city_hero02_assets.blend"

kpacks/SS-CITY HEROES/city_hero02_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-CITY HEROES/city_hero03_assets.blend"

kpacks/SS-CITY HEROES/city_hero03_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-CITY HEROES/city_hero04_assets.blend"

kpacks/SS-CITY HEROES/city_hero04_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-CITY HEROES/city_hero05_assets.blend"

kpacks/SS-CITY HEROES/city_hero05_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-CITY HEROES/cw-city-base_assets.blend"

kpacks/SS-CITY HEROES/cw-city-base_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-CITY HEROES/cw-gen-material_assets.blend"

kpacks/SS-CITY HEROES/cw-gen-material_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PANEL HEROES/greeble01_assets.blend"

kpacks/SS-PANEL HEROES/greeble01_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PANEL HEROES/greeble02_assets.blend"

kpacks/SS-PANEL HEROES/greeble02_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PANEL HEROES/greeble03_assets.blend"

kpacks/SS-PANEL HEROES/greeble03_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PANEL HEROES/greeble04_assets.blend"

kpacks/SS-PANEL HEROES/greeble04_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PANEL HEROES/greeble05_assets.blend"

kpacks/SS-PANEL HEROES/greeble05_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/antenna-01_assets.blend"

kpacks/SS-PROPS/antenna-01_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/antenna-02_assets.blend"

kpacks/SS-PROPS/antenna-02_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/antenna-03_assets.blend"

kpacks/SS-PROPS/antenna-03_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/buttress-01_assets.blend"

kpacks/SS-PROPS/buttress-01_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/buttress-02_assets.blend"

kpacks/SS-PROPS/buttress-02_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/carrierbot_assets.blend"

kpacks/SS-PROPS/carrierbot_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/CLASIKCORP - 3 COMBOS - 2K_assets.blend"

kpacks/SS-PROPS/CLASIKCORP - 3 COMBOS - 2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/CLASIKCORP - BLOCK 1 - 2K_assets.blend"

kpacks/SS-PROPS/CLASIKCORP - BLOCK 1 - 2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/CLASIKCORP - CERTS 2 - 2K_assets.blend"

kpacks/SS-PROPS/CLASIKCORP - CERTS 2 - 2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/CLASIKCORP - DIRECTIONAL 1 - 2K_assets.blend"

kpacks/SS-PROPS/CLASIKCORP - DIRECTIONAL 1 - 2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/CLASIKCORP - ICONS 2 - 2K_assets.blend"

kpacks/SS-PROPS/CLASIKCORP - ICONS 2 - 2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/CLASIKCORP - LOGO 1 - 2K_assets.blend"

kpacks/SS-PROPS/CLASIKCORP - LOGO 1 - 2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/CLASIKCORP - NUMBERS 3 - 2K_assets.blend"

kpacks/SS-PROPS/CLASIKCORP - NUMBERS 3 - 2K_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/corridor1_assets.blend"

kpacks/SS-PROPS/corridor1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/cw-gen-material_assets.blend"

kpacks/SS-PROPS/cw-gen-material_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/cw_dirt_2022_assets.blend"

kpacks/SS-PROPS/cw_dirt_2022_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/cw_Hex_Interior_assets.blend"

kpacks/SS-PROPS/cw_Hex_Interior_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/Greeble-01_assets.blend"

kpacks/SS-PROPS/Greeble-01_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/Greeble-02_assets.blend"

kpacks/SS-PROPS/Greeble-02_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/Greeble-03_assets.blend"

kpacks/SS-PROPS/Greeble-03_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/Greeble-04_assets.blend"

kpacks/SS-PROPS/Greeble-04_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/Greeble-05_assets.blend"

kpacks/SS-PROPS/Greeble-05_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/Greeble-06_assets.blend"

kpacks/SS-PROPS/Greeble-06_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/Greeble-07_assets.blend"

kpacks/SS-PROPS/Greeble-07_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/Greeble-08_assets.blend"

kpacks/SS-PROPS/Greeble-08_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/Greeble-09_assets.blend"

kpacks/SS-PROPS/Greeble-09_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/Greeble-11_assets.blend"

kpacks/SS-PROPS/Greeble-11_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/Greeble10_assets.blend"

kpacks/SS-PROPS/Greeble10_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/GUI-1x1 (5)_assets.blend"

kpacks/SS-PROPS/GUI-1x1 (5)_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/GUI-1x1 (6)_assets.blend"

kpacks/SS-PROPS/GUI-1x1 (6)_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/GUI-2048-hero (2)_assets.blend"

kpacks/SS-PROPS/GUI-2048-hero (2)_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/Man_50-01_assets.blend"

kpacks/SS-PROPS/Man_50-01_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/scene1_assets.blend"

kpacks/SS-PROPS/scene1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/scene2_assets.blend"

kpacks/SS-PROPS/scene2_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/scene3_assets.blend"

kpacks/SS-PROPS/scene3_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-PROPS/scene4_assets.blend"

kpacks/SS-PROPS/scene4_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top01_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top01_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top02_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top02_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top03_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top03_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top04_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top04_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top05_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top05_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top06_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top06_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top07_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top07_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top08_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top08_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top09_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top09_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top10_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top10_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top11_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top11_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top12_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top12_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top13_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top13_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top14_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top14_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top15_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top15_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top16_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top16_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top17_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top17_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top18_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top18_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top19_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top19_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top20_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top20_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top21_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top21_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top22_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top22_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top23_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top23_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top24_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top24_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top25_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top25_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top26_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top26_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top27_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top27_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/SS-TOP LVL GREEBLES/greeble_top28_assets.blend"

kpacks/SS-TOP LVL GREEBLES/greeble_top28_assets.blend: found=0, marked=0, skipped=0
